company_name,brand,manufacturer_part_number,vendor_part_number,item_name,full_product_description,price,country_of_origin,upc,product_category,url,availability,date_crawled
acehardware,traeger,PEL331,8013984,Traeger Signature Hardwood Pellets All Natural Maple/Cherry 20 lb,"The flavors of hickory, maple and cherry hardwoods combine for a blend that can take on just about anything you cook. From classic BBQ meats, to fish and veggies, this versatile blend gives you full-bodied flavor you will go back to time and time again.",19.99,US,634868926440,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8013984,InStock,2026-01-28 14:34:30.991000
acehardware,weber,741001,8105207,Weber 22 in. Original Kettle Charcoal Grill Black,"Stay true to the modern version of the kettle that started it all, the Original Kettle grill, invented by Weber&#39;s founder and loved around the world. This black Original Kettle charcoal grill has an ultra-durable, porcelain-enameled lid and bowl to retain heat, while the dampers easily adjust for precise temperature control. Outdoor grill also features a One-Touch cleaning system for easy and quick cleanup. The convenient angled lid hook provides a storage solution that means there&#39;s no more setting the grill lid on the ground while you cook. *  * At 22 inches, this Weber charcoal grill provides you with enough space to grill up to 13 burgers at once, more than enough to keep family and friends happily fed at your next party or barbecue. Sturdy features such as the durable-plated steel cooking grate and all-weather wheels mean you&#39;ll be able to keep cooking delicious meals on this outdoor grill for years to come. It&#39;s why the Original Kettle will always be the grill built for everyone.",149.00,US,077924025303,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal Grills,https://www.acehardware.com/departments/8105207,InStock,2026-01-28 14:34:35.050000
acehardware,traeger,BAC380,8484289,"Traeger Series 34 Pro, Elite and Eastwood Black Grill Cover","Protect your investment with a custom, heavy-duty all weather grill cover. Through rain, sleet, snow and dark of night, the all weather material keeps your 34 Series grill safe, dry and in mint condition. Rest easy knowing that your Traeger is tucked away with the maximum protection possible in all weather conditions, all year round.",99.99,CN,634868921049,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8484289,InStock,2026-01-28 14:34:39.012000
acehardware,b&b-charcoal,42,8684151,B&B Charcoal All Natural Oak Lump Charcoal 20 lb,"For over 50 years B&amp;B Charcoal has been the leading producer of lump charcoal. B&amp;B Charcoal offer a variety of types that include Oak, Mesquite, Hickory, Hardwood and Quebracho Blanco. Through our unique process, we are able to rid our wood of the most unwanted foreign material, including resins and acids that are most commonly found in other major brands. What remains is only the natural fiber, accounting for the subtle, natural flavor that foods capture when cooked with B&amp;B Lump Charcoal. That process has made it “The Expert’s Choice For the Outdoor Barbequer” for many years.",19.99,MX,034326000420,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal,https://www.acehardware.com/departments/8684151,InStock,2026-01-28 14:34:44.223000
acehardware,weber,7139,8882821,Weber Spirit and Spirit II Black Grill Cover,"Now you can embrace the pouring rain, freezing snow, and scorching sun. Your outdoor grill will continue looking great and allowing you to grill up juicy burgers and steaks throughout it all, thanks to this durable Weber Premium Grill Cover for large Spirit series grills. We designed the cover to be lightweight and simple to pull on and off. It includes secure, fastening straps to keep it from blowing into your neighbor&#39;s yard during the next windstorm. The water-resistant material helps maintain a clean, sleek surface and UV inhibitors in the fabric resist fading when the sun is particularly strong. We recommend using a Weber water-resistant grill cover regularly to extend the functionality and appearance of your outdoor grill, so you can continue grilling delicious meals your family and friends will love for years to come. Please note: This grill cover is compatible with Spirit 300 Series Grills prior to 2025 and the Spirit 400 Series models with 4 main burners.",89.99,CN,077924058752,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8882821,InStock,2026-01-28 14:34:47.834000
acehardware,weber,7138,8883001,Weber Spirit and Spirit II Black Grill Cover,"Now you can embrace the pouring rain, freezing snow, and scorching sun. Your outdoor grill will continue looking great and allowing you to grill up juicy burgers and steaks throughout it all, thanks to this lightweight and durable Weber Premium Grill Cover for small Spirit series grills. We designed the cover to be lightweight and simple to pull on and off. It includes secure, fastening straps to keep it from blowing into your neighbor&#39;s yard during the next windstorm. The water-resistant material helps maintain a clean, sleek surface and UV inhibitors in the fabric resist fading when the sun is particularly strong. We recommend using a Weber water-resistant grill cover regularly to extend the functionality and appearance of your outdoor grill, so you can continue grilling delicious meals your family and friends will love for years to come. Please note: This grill cover is compatible with 2025 and newer Spirit 200 and 300 Series Grills and Spirit II 200 Series models 2016-2024.",79.99,CN,077924058745,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8883001,InStock,2026-01-28 14:34:50.486000
acehardware,traeger,BAC503,8016830,Traeger Pro 575 Black Grill Cover,"The Pro 575 full-length, all-weather grill cover will shield your trusted Traeger from all of Mother Nature&#39;s mood swings. Keep your BBQ safe from rain, sleet, snow, sun, and wind with this stem to stern, water resistant cover. Peace of mind is just a full-length cover away.",89.99,CN,634868929106,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8016830,InStock,2026-01-28 14:34:52.766000
acehardware,blackstone,5463,8060764,Blackstone Grill Cleaning Kit 8 pc,"Deep clean your dirty griddle top with the culinary series 8 pc. griddle cleaning kit. This kit includes one 6 in. heavy duty stainless steel griddle scraper to remove debris, cooked on food and other residue. The griddle cleaning kit also features a handle and 6 scour pads designed to clean griddle tops, wet or dry. The replaceable pads resist clogging and rinse clean. Last, but not least, this kit includes another handle with 2 cleaning bricks, which is designed to clean griddle or grill grates and help remove cooked on grime. Can be used on hot or cold surfaces.",39.99,KH,717604054635,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Utensils/Tools,https://www.acehardware.com/departments/8060764,InStock,2026-01-28 14:34:55.114000
acehardware,blackstone,2401,8061614,Blackstone 2 Burner Liquid Propane Outdoor Griddle Black,"The Blackstone Culinary 22 in. Griddle with Flex-Fold Legs is easy to transport to and from the cookout. Infused with Omnivore Griddle Plate Technology you will be cooking up breakfast, lunch, and dinner in no time. Omnivore Griddle Plate Technology - Quicker preheat and recovery times, even heat distribution, higher fuel efficiency with fewer BTUs required for optimal cooking temperatures, and built-in wind guards keep the hot air in and the cool air out.",299.99,MY,717604024010,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8061614,InStock,2026-01-28 14:34:57.301000
acehardware,blackstone,5483,8065838,Blackstone Black Griddle Cover For 28 in. Griddles,Show your favorite griddle some love by protecting it from the elements with the new 28 inch Griddle with Hood Cover. Made from 600 D polyester and reinforced stitching you will never have to worry what mother nature is dishing out to your griddle. The straps provided will ensure your investment is safe and snug till the next time your ready to fire it up!,49.99,CN,717604054833,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8065838,InStock,2026-01-28 14:34:59.495000
acehardware,blackstone,5482,8066279,Blackstone Black Griddle Cover For Blackstone 4 Burner Outdoor Griddle,"Back in the day, we dreamed of creating the best outdoor cooking experiences for large groups or families. For decades we relied on grills and other appliances to promote this joyful moment, but let&#39;s be honest, every time something seemed to be missing. When we are barbecuing outside the rest of the family is still locked in the kitchen preparing other dishes. It&#39;s not the ideal experience. We wanted more; we wanted to COOK EVERYTHING OUTSIDE!",49.99,CN,717604054826,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8066279,InStock,2026-01-28 14:35:01.782000
acehardware,weber,7757,8048377,Weber Genesis and Genesis II 300 Series Black Grill Cover,"There&#39;s a secret to keeping your Genesis 300 Series grill looking great and working well through many seasons of grilling and barbecuing. With this black, durable Weber Premium Grill Cover there&#39;s no longer any reason to fear the elements. It&#39;s constructed of weather-resistant materials and designed to protect your grill through light spring showers and heavy rainstorms. This grill cover also comes with fastening straps to keep it anchored and secure, even in the harshest conditions. With the lightweight fabric and custom fit, you won&#39;t find yourself struggling at the end of the day, because putting the cover in place is a breeze. We recommend using a Weber water-resistant grill cover regularly to extend the functionality and appearance of your outdoor grill, so you can continue grilling delicious meals your family and friends will love for years to come. Please note: This grill cover is compatible with the Weber Genesis 300 Series Grills.",99.99,KH,077924177705,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8048377,InStock,2026-01-28 14:35:04.019000
acehardware,weber,3400843,8050089,Weber Crafted Rust-Resistant Griddle Insert Carbon Steel Grill Top Griddle 16.3 in. L X 16 in. W 1 p,"Add a griddle to your existing grill with the Weber Crafted Rust-Resistant Griddle Insert. The carbon-steel griddle cooktop is case-hardened and pre-seasoned for durability, rust-resistance, and easy-release cooking right out of the box, so you can start crisping up bacon, smashing burgers, sizzling fajitas, and more. Simply replace your right-side cooking grate with a Weber Crafted Frame Kit, place the Weber Crafted Rust-Resistant Griddle Insert in the frame, and get griddling. Plus, you can griddle on the right and still use the grates to sear on the left, all at the same time.",99.99,CN,077924894688,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8050089,InStock,2026-01-28 14:35:06.272000
acehardware,flame-king,YSN201,8039929,Flame King 20 lb Steel Type 1 Empty LP Tank,"Flame King is dedicated to providing world class products that are second to none. We are always striving to achieve the highest quality, service and value for our customers throughout the world, with a broad line of advanced and innovative products.",69.99,TH,899003000212,Ace Hardware > Outdoor Living > Grills and Smokers > Propane Cylinders and Accessories,https://www.acehardware.com/departments/8039929,InStock,2026-01-28 14:35:08.427000
acehardware,weber,6788,8082938,Weber Genesis 300 Series Rust Resistant Griddle Insert 25.7 in. L X 18.7 in. W 1 pk,"Griddle whenever you want on the grill you already own with the Genesis Full-Size Griddle Insert. It seamlessly fits your Genesis and Genesis II 300 Series gas grill, 2016 and newer, and Summit gas grills, 2024 and newer, allowing you to transform the entire grilling surface and access an outdoor griddle in seconds. Constructed of durable carbon steel, this griddle accessory leverages your grill&#39;s superior burners to provide even, edge-to-edge heat for sauteing, browning, or searing. You&#39;ll be in full control of dishing up plate after plate of restaurant-worthy results from the first flip to the last. And the grease management system in this griddle accessory is designed to be compatible with your grill, preventing spilling and effectively capturing grease to reduce messes. Store your griddle insert in a Weber storage bag (sold separately). Now you can savor the best of both worlds without having to add or store another grill. Get your griddle on.",269.99,CN,077924193750,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8082938,InStock,2026-01-28 14:35:10.723000
acehardware,blackstone,5230,8082743,Blackstone Stainless Steel Silver Griddle Tool Set 5 pc,The Blackstone Original 5-piece Griddle Accessory Tool Kit is an essential toolset for any outdoor chef. Each piece of Blackstone&#39;s griddle cooking toolkit is a high-quality utensil that will complete your outdoor kitchen. The various tools make it easy to cook anything. Monster size burgers or massive steaks will be easy to create with dual spatulas. Prepare mountains of stir fry or heaps of breakfast with the help of squeeze bottles and a griddle scraper. A chopper/scraper helps dice food or scrape the gunk off the griddle for quick cleanup. Two commercial-grade liquid dispensers enhance your griddle cooking experience or maintain the griddle surface. You will also cook like a professional with the custom Blackstone cookbook filled with our favorite recipes.,32.99,CN,717604052303,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Utensils/Tools,https://www.acehardware.com/departments/8082743,InStock,2026-01-28 14:35:13.410000
acehardware,weber,6787,8084662,"Weber Searwood 600, Searwood XL600 and Spirit 300 Series Rust Resistant Griddle Insert 22.7 in. L X","Griddle on the grill you already own with the Spirit Full-Size Griddle Insert. Engineered to seamlessly fit your Spirit 4-burner gas grills manufactured since 2025, Spirit and Spirit II 3-burner gas grills manufactured from 2016-2024, and Searwood pellet grills, it allows you to transform the entire grilling surface. Constructed of durable carbon steel, this griddle leverages your grill&#39;s superior burners to provide even, edge-to-edge heat for sauteing, browning, or searing. From pancakes and eggs to fajitas and veggies, uncover a whole new world of outdoor cooking. And the grease management system in this griddle accessory is compatible with your grill, preventing spilling and effectively capturing grease to reduce messes. Want to keep it safe when you&#39;re not cooking? Store your griddle insert in a Weber storage bag (sold separately) to prolong its life and protect it from the elements. Savor the best of both worlds without having to add or store another grill. Get your griddle on.``",219.99,CN,077924193743,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8084662,InStock,2026-01-28 14:35:15.994000
acehardware,weber,1500215,8091391,"Weber Slate 30"" Rust-Resistant 3 Burner Liquid Propane Digital Thermometer Outdoor Griddle Black 30 IN ACE EXCLUSIVE","Step up to a premium flat-top grilling experience with the sleek and stylish, black 30&quot; Slate Rust-Resistant Outdoor Griddle. This Ace-Exclusive model comes with a Weber Works caddy to carry and organize outdoor cooking essentials. It&#39;s also equipped with premium features, including a digital temperature display, an extendable 15&quot; right side table, a fold-down 15&quot; left side table, and closed cabinet storage. *  * Start sizzling fajitas, smashing burgers, and stir-frying right out of the box on the pre-seasoned carbon-steel cooktop. This propane griddle grill quickly reaches over 500 F and provides even heat across the surface. Three independently controlled burners allow for multi-zone heat, so you can cook different temperatures at the same time. Extra-large drip pan for catching grease at the front of the gas griddle can handle bacon, burgers and more. Plus, the Weber Works Prep, Cook, and Store System further extends your capabilities (accessories sold separately).",799.00,CN,077924992810,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8091391,InStock,2026-01-28 14:35:18.184000
acehardware,weber,3400119,8092236,Weber Slate 30in. Black Griddle Cover,"Keep your griddle looking great.  This durable Premium Griddle Cover means you don&#39;t have to fear the elements.  It&#39;s weather-resistant, covers with the side table up or folded down, and comes with fastening straps to help keep it secure in the harshest conditions.",99.99,KH,077924991998,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8092236,InStock,2026-01-28 14:35:20.534000
acehardware,blackstone,2310,8093917,Blackstone Iron Forged 4 Burner Liquid Propane Outdoor Griddle with Hood Black,"Push the boundaries of what is possible with the Blackstone Iron Forged 36 in. Griddle with Hood. The redesigned 36 in. Griddle looks sleek yet provides a powerful performance. Infused with new Omnivore Griddle Plate Technology, you will be whipping up meals like never before. With the extendable side shelf and the customization of the new side shelf bar system, there is room to experiment, innovate, and construct your perfect cooking station. Craft perfection for breakfast, lunch, and dinner with this powerhouse of a griddle.",549.99,VN,717604023105,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8093917,InStock,2026-01-28 14:35:22.947000
acehardware,blackstone,2311,8093915,Blackstone Iron Forged 2 Burner Liquid Propane Outdoor Griddle with Hood Black,"Explore new frontiers with the powerful Blackstone Iron Forged 28 in. Griddle Cooking Station with Hood. Redesigned for unparalleled durability and efficiency and infused with the new Omnivore Griddle Plate Technology. Dual independently controlled burners bring unbelievable versatility to the table when you create breakfast, lunch, and dinner with this griddle.",399.99,CN,717604023112,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8093915,InStock,2026-01-28 14:35:26.984000
acehardware,weber,1501000,8108718,Weber Spirit E-210 2 Burner Liquid Propane Grill Black,"Grill food that tastes better than ever on this reinvented, black 2-burner Spirit E-210 propane gas grill. Ignite each individual burner with one hand using Snap-Jet Ignition and control the heat precisely with a full range of temperatures from high to low. Planning a party or barbecue? Your family and friends are sure to appreciate the precisely-cooked burgers and steaks made possible by this outdoor grill. Extend your space by adding a variety of Weber Works snap-on accessories (sold separately) to the side rails.  *  * If you&#39;re looking for a rotisserie grill for locking in juice and evenly browning and crisping a whole chicken, prime rib, or leg of lamb, consider adding the compatible Weber rotisserie accessory (sold separately). Hammertone metal side tables are scratch-resistant and easy to clean, allowing you to keep platters, seasonings, and tools within arm&#39;s reach. This Spirit gas grill and BBQ is built to last and backed with a warranty. Liquid Propane tank sold separately.",449.00,CN,077924893599,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8108718,InStock,2026-01-28 14:35:30.410000
acehardware,weber,1500789,8108719,Weber Spirit E-325 3 Burner Liquid Propane Grill Black,"Grill delicious food on the reinvented black 3-burner Spirit E-325 propane gas grill with Sear Zone. Create bold, flavorful sear marks on meat, fish, and vegetables with two red Boost Burner knobs that unleash 40% more power in the Sear Zone. Ignite each individual burner easily with one hand with Snap-Jet Ignition and control the heat precisely with a full range of temperatures from high to low and everything in between. Make the most of your space by adding a variety of Weber Works snap-on accessories (sold separately) to the side rails. If you&#39;re looking for a rotisserie grill, consider adding the compatible Weber rotisserie accessory (sold separately).  *  * Hammertone metal side tables are scratch-resistant and conveniently fold down to fit smaller spaces. Propane grill also has a warming rack to keep food warm, toast buns, or even grill smaller food items. This Spirit gas grill and BBQ is built to last and backed with a warranty. Liquid Propane tank sold separately.",549.00,CN,077924016059,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8108719,InStock,2026-01-28 14:35:36.446000
acehardware,meater,RTU-MT-MP01,8108733,MEATER Plus Bluetooth Enabled Meat Thermometer,Get ready for a new generation of perfect results and explore new ways to cook with the meater plus meat thermometer.,99.99,TW,634868950490,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Thermometers,https://www.acehardware.com/departments/8108733,InStock,2026-01-28 14:35:41.052000
acehardware,weber,1500780,8108721,Weber Spirit E-425 4 Burner Liquid Propane Grill Black,"Grill delicious food on the reinvented 4-burner, black Spirit E-425 grill. Create sear marks with two red Boost Burner knobs that unleash 40% more power in the Sear Zone. Ignite each burner with one hand with Snap-Jet Ignition and control heat precisely with a full range of temperatures from high to low. Grill also has four tool hooks, a cabinet with a door, and a warming rack to keep food warm, toast buns, or grill smaller foods. Durable all-weather wheels make moving the grill across outdoor surfaces easy. Scratch-resistant Hammertone metal side tables provide extra space. *  * You can add Weber Works snap-on accessories (sold separately) to the side rails, transform your grill into a griddle with a rust-resistant griddle insert (sold separately) or a pizza oven, wok, or Dutch oven by adding a Weber Crafted frame kit and custom-fit grillware (each sold separately). Consider adding the compatible Weber rotisserie accessory (sold separately). Liquid Propane tank sold separately.",679.00,CN,077924015908,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8108721,InStock,2026-01-28 14:35:46.075000
acehardware,traeger,TFB97JLH,8110240,Traeger Woodridge Pro Wood Pellet WiFi Grill Black,"Create incredible wood-fired flavor that your friends and family won&#39;t forget with the Woodridge Pro. Smoke brisket, pulled pork and ribs low and slow with Super Smoke Mode. Crank up the heat to grill wings and burgers and even bake pizza hot and fast. Easy-to-use controls and Set-It and Forget-It ease means you can sit back while your meal cooks. For added convenience, WiFIRE connectivity lets you monitor and adjust your cook remotely. And, P.A.L. Pop-And-Lock customization options plus room to prep, cook, and plate allow you to personalize your setup. Easy cleanup comes thanks to the EZ-Clean Grease and Ash Keg.","1,149.99",CN,634868947971,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8110240,InStock,2026-01-28 14:35:51.791000
acehardware,weber,1501345,8110742,"Weber Slate 28"" Rust Resistant 3 Burner Liquid Propane Outdoor Griddle Black","Step up to a premium flat-top grilling experience with the sleek and stylish 28&quot; Slate Rust-Resistant Griddle. Start sizzling fajitas, smashing burgers, and stir-frying right out of the box on the pre-seasoned carbon-steel cooktop that stays ready, not rusty, use after use. This outdoor griddle quickly reaches over 500 degrees and provides even heat across the surface. Three precision-control burners allow for multi-zone heat, so you can cook perfect pancakes on low and crisp up bacon on high all on the same outdoor cooktop. An extra-large drip pan for catching grease is at the front of the propane griddle and can handle bacon, burgers, and more. No use of coatings means you can use metal tools to flip, press, and scrape without worry. Plus, the 15&quot; side table rails are compatible with Weber Works snap-on accessories, so you can keep cooking and cleaning supplies within reach (accessories sold separately).",599.00,CN,077924900174,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8110742,InStock,2026-01-28 14:35:54.430000
acehardware,traeger,TFB86MLH,8110239,Traeger Woodridge Wood Pellet WiFi Grill Black,"The Woodridge creates an incredible wood-fired flavor, whether you&#39;re grilling burgers, smoking brisket, or even baking pizza. With easy-to-use controls, simply Set-It &amp; Forget-It for consistent results and memorable meals. P.A.L. Pop-And-Lock customization options let you design your perfect setup, WiFIRE connectivity allows you to monitor your grill from anywhere, and an easy cleanup comes thanks to the EZ-Clean Grease &amp; Ash Keg.",899.99,CN,634868946868,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8110239,InStock,2026-01-28 14:35:58.383000
acehardware,coleman,333264,80120,Coleman 16 oz Steel Propane Fuel Cylinder,"Ensure you always have enough fuel whether tailgating or camping with this pre-filled Coleman all-purpose propane cylinder. With it&#39;s quality steel construction, a stable base and reliable valves, it provides safe and easy-to-use operation. It&#39;s ideal for use in your yard, at the park or beach, while on a camping trip and much more. The portable design of the cylinder makes it easy to transport and to refill, as needed.",7.99,US,014045324182,Ace Hardware > Outdoor Living > Grills and Smokers > Propane Cylinders and Accessories,https://www.acehardware.com/departments/80120,InStock,2026-01-28 14:36:01.312000
acehardware,weber,441001,8105199,Weber 18 in. Original Kettle Charcoal Grill Black,"Toast to the authenticity of charcoal grilling, classic design, and taste loved around the world with the black Original Kettle charcoal grill. Its ultra-durable, porcelain-enameled lid and bowl retain heat, while the dampers can be easily adjusted for precise temperature control.  *  * The convenient angled lid hook provides a storage solution that means there&#39;s no more setting the grill lid on the ground while you cook. Now when you need to check or tend to the food on the grill, you can hang the lid on the side. Sturdy features such as the durable-plated steel cooking grate, glass reinforced nylon handles, and all-weather wheels mean you&#39;ll be able to keep cooking delicious meals on this outdoor grill for years to come. The One-Touch cleaning system offers quick and easy cleanup after a long day of barbecue and grilling. It&#39;s why the Original Kettle will always be the grill built for everyone.",129.00,US,077924025297,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal Grills,https://www.acehardware.com/departments/8105199,InStock,2026-01-28 14:36:05.052000
acehardware,traeger,PEL305,8207441,Traeger Premium All Natural Mesquite Hardwood Pellets 20 lb,"Traeger Mesquite pellets are perfect for naturally enhancing Chicken, Beef and Fish with a hearty BBQ flavor. To master the craft of outdoor cooking and flavorful food, quality fuel is key. Traeger has dedicated years to developing a premium blend of hardwoods with the compact cell structure needed to obtain a dependable burn.",19.99,US,634868910104,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8207441,InStock,2026-01-28 14:36:07.793000
